,Description,Label
1884,Three MAGNEMITE are linked by a strong magnetic force. Earaches will occur if you get too close.,Magneton
1885,"The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinities.",Magneton
1886,"When many MAGNETON gather together, the resulting magnetic storm disrupts radio waves.",Magneton
1887,"MAGNETON emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this POKéMON.",Magneton
1888,"MAGNETON emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this POKéMON inside a POKé BALL.",Magneton
1889,A linked cluster formed of several MAGNEMITE. It discharges powerful magnetic waves at high voltage.,Magneton
1890,Formed by several MAGNEMITE linked together. They frequently appear when sunspots flare up.,Magneton
1891,"It is actually three MAGNEMITE linked by magnetism. It generates powerful radio waves that raise temperatures by 3.6 degrees F within a 3,300-foot radius.",Magneton
1892,It is actually three MAGNEMITE linked by magnetism. A group can set off a magnetic storm.,Magneton
1893,Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly.,Magneton
1894,Three MAGNEMITE are linked by a strong magnetic force. Earaches will occur if you get too close.,Magneton
1895,"The MAGNEMITE are united by a magnetism so powerful, it dries all moisture in its vicinity.",Magneton
1896,Many mysteriously appear when more sunspots dot the sun. They stop TV sets from displaying properly.,Magneton
1897,The stronger electromagnetic waves from the three linked Magnemite are enough to dry out surrounding moisture.,Magneton
1898,A linked cluster formed of several Magnemite. It discharges powerful magnetic waves at high voltage.,Magneton
1899,"Generates strange radio signals. It raises the temperature by 3.6 degrees Fahrenheit within 3,300 feet.",Magneton
1900,"Magneton emits a powerful magnetic force that is fatal to mechanical devices. As a result, large cities sound sirens to warn citizens of large-scale outbreaks of this Pokémon.",Magneton
1901,"Magneton emits a powerful magnetic force that is fatal to electronics and precision instruments. Because of this, it is said that some towns warn people to keep this Pokémon inside a Poké Ball.",Magneton
1902,"When three Magnemite link together, their brains also become one. They do not become three times more intelligent.",Magneton
1903,"It has about three times the electrical power of Magnemite. For some reason, outbreaks of this Pokémon happen when lots of sunspots appear.",Magneton
1904,"Delicate equipment can malfunction in areas inhabited by Magneton, which send out mysterious electrical signals.",Magneton
1905,"When rain clouds form, many Magneton gather in high places to wait for lightning to strike.",Magneton
1906,"Generates strange radio signals. It raises the temperature by 3.6 degrees Fahrenheit within 3,300 feet.",Magneton
1907,This Pokémon is three Magnemite that have linked together. Magneton sends out powerful radio waves to study its surroundings.,Magneton
1908,This Pokémon is constantly putting out a powerful magnetic force. Most computers go haywire when a Magneton approaches.,Magneton
1909,A Magneton is actually three Magnemite linked by magnetism. A group of these Pokémon can set off a magnetic storm.,Magneton
1910,"Three Magnemite gathered to evolve into this Pokémon. The source of much vexation on my part, as its powerful magnetism destroys my research equipment.",Magneton
1911,Extremely quick to anger. It could be docile one moment then thrashing away the next instant.,Mankey
1912,An agile POKéMON that lives in trees. It angers easily and will not hesitate to attack anything.,Mankey
1913,It is extremely ill-tempered. Groups of them will attack any handy target for no reason.,Mankey
1914,It’s unsafe to approach if it gets violently enraged for no reason and can’t distinguish friends from foes.,Mankey
1915,"It lives in groups in the treetops. If it loses sight of its group, it becomes infuriated by its loneliness.",Mankey
1916,"When MANKEY starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.",Mankey
1917,"Light and agile on its feet, and ferocious in temperament. When angered, it flies into an uncontrollable frenzy.",Mankey
1918,"Extremely quick to anger. It could be docile one moment, then thrashing away the next instant.",Mankey
1919,"When it starts shaking and its nasal breathing turns rough, it’s a sure sign of anger. However, since this happens instantly, there is no time to flee.",Mankey
1920,"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.",Mankey
1921,It is extremely ill-tempered. Groups of them will attack any handy target for no reason.,Mankey
1922,It’s unsafe to approach if it gets violently enraged for no reason and can’t distinguish friends from foes.,Mankey
1923,"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.",Mankey
1924,It’s unsafe to approach if it gets violently enraged for no reason and can’t distinguish friends from foes.,Mankey
1925,"It lives in treetop colonies. If one becomes enraged, the whole colony rampages for no reason.",Mankey
1926,"When Mankey starts shaking and its nasal breathing turns rough, it’s a sure sign that it is becoming angry. However, because it goes into a towering rage almost instantly, it is impossible for anyone to flee its wrath.",Mankey
1927,"It can spontaneously become enraged. Everyone near it clears out as it rampages, and the resulting loneliness makes it angrier still.",Mankey
1928,"Its raging tires it out and causes it to fall asleep, but the anger resonating in its dreams causes it to wake up—which infuriates it all over again.",Mankey
1929,"The smallest of things could cause it to lose its temper. Because it doesn’t hold in its stress, this Pokémon can live a long time.",Mankey
1930,"If one gets angry, all the others around it will get angry, so silence is a rare visitor in a troop of Mankey.",Mankey
1931,An agile Pokémon that lives in trees. It angers easily and will not hesitate to attack anything.,Mankey
1932,"It lives in treetop colonies. If one member of the group becomes enraged, the whole colony rampages for no reason.",Mankey
1933,The bone it holds is its key weapon. It throws the bone skillfully like a boomerang to KO targets.,Marowak
1934,"Small and weak, this POKéMON is adept with its bone club. It has grown more vicious over the ages.",Marowak
1935,It has been seen pounding boulders with the bone it carries in order to tap out messages to others.,Marowak
1936,"It collects bones from an unknown place. A MAROWAK graveyard exists somewhere in the world, rumors say.",Marowak
1937,Somewhere in the world is a cemetery just for MAROWAK. It gets its bones from those graves.,Marowak
1938,MAROWAK is the evolved form of a CUBONE that has overcome its sadness at the loss of its mother and grown tough. This POKéMON’s tempered and hardened spirit is not easily broken.,Marowak
